restaurantName,cuisine,userName,userEmail,role,rating,comment
Kshlerin Group,Italian,Elvira76,Kenny88@yahoo.com,ADMIN,3,Bene odio vilis taedium fugiat talio vomer sublime deduco.
Lebsack - Grimes,Asian,Irving.Purdy89,Marc90@hotmail.com,ADMIN,2,Aeger vergo basium tutamen adipiscor.
Schmeler Gibson and Flatley,Italian,Donald16,Carolyne74@yahoo.com,OWNER,4,Aureus audentia succurro vis civis conitor creber.
Rutherford Herman and Kuvalis,Italian,Jessika.Kessler,Eugene1@yahoo.com,ADMIN,3,Contra vinum strenuus.
Harber Fadel and Olson,Italian,Selina.Ondricka-Baumbach41,Edgar_Reichel@hotmail.com,VISITOR,4,Aspicio basium defluo conitor nostrum eveniet suscipio vitae sol occaecati.
Emmerich and Sons,Ukrainian,Donato_Rodriguez93,Maybell.Leuschke-Mraz6@hotmail.com,ADMIN,2,Urbs sono verumtamen centum contabesco vesper delectatio auctus tabgo denuncio.
Walter and Sons,Asian,Felipe_Swift-Batz,Lamont98@hotmail.com,ADMIN,5,Aeneus coepi baiulus bellicus spero absum thesaurus deprecator.
Ankunding Steuber and Homenick,Italian,Halie44,Jean.Morissette8@gmail.com,OWNER,4,Officiis alii thema labore suspendo vulgaris virga patior.
Predovic Group,Asian,Sandy24,Alec36@hotmail.com,VISITOR,1,Cognomen temperantia adsuesco constans vos aequitas crinis curso tardus.
Frami - Hilpert,Asian,Damon_McGlynn,Vera_Erdman30@yahoo.com,OWNER,5,Sopor adopto allatus sto contigo occaecati.
Monahan - Howe,Ukrainian,Assunta_Morissette,Doyle73@hotmail.com,VISITOR,3,Magnam cruentus dignissimos crepusculum torrens sto.
Crona LLC,Ukrainian,Alysson52,Roosevelt_Jaskolski59@gmail.com,OWNER,4,Doloremque considero umquam amiculum.
Kohler - Fay,Ukrainian,Danial_Reichel32,Jamarcus.Gorczany-Lowe73@hotmail.com,OWNER,5,Spiculum amaritudo decumbo adopto calcar bellum ademptio.
Emard Feest and Wuckert,Asian,Ada46,Salvador.Mohr@gmail.com,ADMIN,1,Accusator conicio aliquid demulceo aurum decor.
Walsh LLC,Asian,Joe70,Megan_Miller@yahoo.com,OWNER,4,Sopor doloribus accusantium auxilium.
Schaden Braun and Bauch,Asian,Rosemarie57,Salvador82@hotmail.com,OWNER,4,Villa earum animus necessitatibus stillicidium caput censura.
Kris - Turcotte,Italian,Emmanuelle32,Caden57@hotmail.com,OWNER,5,Socius unde decipio utor cinis audax tabernus.
Gibson Group,Asian,Hayden.Hane,Kali2@hotmail.com,VISITOR,3,Arguo depraedor coruscus careo comprehendo deserunt curtus demulceo.
Abshire Muller and Wisoky,Italian,Nicolette_Murazik79,Alejandro_Stiedemann@gmail.com,OWNER,5,Tantillus caterva thymbra conventus stabilis confero stabilis supellex charisma vespillo.
DuBuque Inc,Italian,Glenn_Schmidt-Swaniawski,Loy.McKenzie41@hotmail.com,ADMIN,5,Pauper sonitus excepturi aurum soluta benevolentia.
Okuneva - Bergstrom,Asian,Kellie.Vandervort60,Irving55@gmail.com,ADMIN,2,Decimus ventito paulatim.
Casper LLC,Italian,Kari.Mraz,Shaniya.Boyer@yahoo.com,VISITOR,3,Antiquus degusto venia desipio vae umbra accusantium verto.
